id|Nationality|Nationality_Region|Nationality_IncomeGroup|aff_country|aff_country_Region|aff_country_IncomeGroup|Gender|Citations|Productivity|Degree
ur.01023476755.55|DK|Europe & Central Asia|High income|Norway|Europe & Central Asia|High income|female|2688|1|4
ur.01122217376.30|MQ|||Norway|Europe & Central Asia|High income|male|2688|1|4
ur.01152602225.46|AT|Europe & Central Asia|High income|Norway|Europe & Central Asia|High income|female|2688|1|4
ur.01337031362.75|AT|Europe & Central Asia|High income|Norway|Europe & Central Asia|High income|male|2688|1|4
ur.01057077050.15|JP|East Asia & Pacific|High income|United States|North America|High income|male|2685|1|6
ur.01234764112.06|ES|Europe & Central Asia|High income|United States|North America|High income|male|2685|1|6
ur.01273503536.33|DE|Europe & Central Asia|High income|United States|North America|High income|male|2685|1|6
ur.0734344614.09|GB|Europe & Central Asia|High income|United States|North America|High income|male|2685|1|6
ur.0645024763.85|GH|Sub-Saharan Africa|Lower middle income|United States|North America|High income|male|2685|1|6
ur.01065106445.21|JP|East Asia & Pacific|High income|Canada|North America|High income|male|2685|1|6
ur.07534444404.08|HK|East Asia & Pacific|High income|United States|North America|High income|male|2685|1|6
ur.0713301551.12|LT|Europe & Central Asia|High income|Germany|Europe & Central Asia|High income|male|2677|1|0
ur.01226546724.34|IL|Middle East & North Africa|High income||||male|2676|1|7
ur.01253426446.00|TW||||||male|2676|1|7
ur.0665504424.83|EC|Latin America & Caribbean|Upper middle income||||male|2676|1|7
ur.01050046224.59|CN|East Asia & Pacific|Upper middle income||||male|2676|1|7
ur.0641527461.10|GB|Europe & Central Asia|High income||||male|2676|1|7
ur.01300523224.95|IR|Middle East & North Africa|Lower middle income|United States|North America|High income|male|2676|1|7
ur.015142004712.75|IN|South Asia|Lower middle income||||male|5333|2|10
ur.01173002561.96|CN|East Asia & Pacific|Upper middle income||||male|2676|1|7
ur.01021736353.44|CH|Europe & Central Asia|High income|United States|North America|High income|male|2674|1|3
ur.016311346137.76|CN|East Asia & Pacific|Upper middle income|United States|North America|High income||2674|1|3
ur.012350143733.76|ES|Europe & Central Asia|High income|United States|North America|High income|male|2674|1|3
ur.010005667617.79|US|North America|High income|United States|North America|High income|male|2674|1|3
ur.015202725631.91|AR|Latin America & Caribbean|Upper middle income|United Kingdom|Europe & Central Asia|High income|male|2671|1|2
ur.013772722711.05|BR|Latin America & Caribbean|Upper middle income|Brazil|Latin America & Caribbean|Upper middle income||2671|1|2
ur.015251557545.08|PL|Europe & Central Asia|High income|Brazil|Latin America & Caribbean|Upper middle income|male|2671|1|2
ur.015253301130.86|DE|Europe & Central Asia|High income|Germany|Europe & Central Asia|High income|male|2668|1|0
ur.015235454670.35|US|North America|High income|United States|North America|High income|male|2667|1|0
ur.010746054555.45|CH|Europe & Central Asia|High income|United Kingdom|Europe & Central Asia|High income|male|2664|1|8
ur.01107130536.64|JM|Latin America & Caribbean|Upper middle income|United Kingdom|Europe & Central Asia|High income|male|2664|1|8
ur.01045515614.50|CA|North America|High income|United Kingdom|Europe & Central Asia|High income|male|2664|1|8
ur.011037046202.82|IE|Europe & Central Asia|High income|United Kingdom|Europe & Central Asia|High income|male|2664|1|8
ur.0652637201.34|CN|East Asia & Pacific|Upper middle income|United States|North America|High income||2657|1|3
ur.01277202621.80|US|North America|High income|United States|North America|High income|male|4605|2|9
ur.014521422644.80|DK|Europe & Central Asia|High income|Germany|Europe & Central Asia|High income|male|2655|1|1
ur.0615323014.34|IE|Europe & Central Asia|High income|United States|North America|High income|male|2655|1|1
ur.01013537763.87|BE|Europe & Central Asia|High income|France|Europe & Central Asia|High income||2654|1|0
ur.01062001154.92|CN|East Asia & Pacific|Upper middle income|United States|North America|High income||2654|1|2
ur.01341216564.47|RU|Europe & Central Asia|Upper middle income|United States|North America|High income||2654|1|2
ur.0757266034.54|IR|Middle East & North Africa|Lower middle income|France|Europe & Central Asia|High income|male|2654|1|2
ur.012363034717.27|NZ|East Asia & Pacific|High income|United States|North America|High income||2651|1|0
ur.0611576307.14|ML|Sub-Saharan Africa|Low income|Japan|East Asia & Pacific|High income|male|4886|2|3
ur.01150200717.07|JP|East Asia & Pacific|High income|Japan|East Asia & Pacific|High income|male|2650|1|2
ur.010166277601.90|JP|East Asia & Pacific|High income|Japan|East Asia & Pacific|High income|male|4886|2|3
ur.01156303637.68|GB|Europe & Central Asia|High income|Germany|Europe & Central Asia|High income||2650|1|1
ur.013730751426.14|SE|Europe & Central Asia|High income|Germany|Europe & Central Asia|High income|female|4994|2|2
ur.015500000235.57|VN|East Asia & Pacific|Lower middle income|United States|North America|High income||2647|1|2
ur.0721523257.45|TW|||United States|North America|High income||2647|1|2
ur.011201046557.19|US|North America|High income|United States|North America|High income|male|2646|1|0
ur.012724276252.22|US|North America|High income|United States|North America|High income|male|5134|2|2
ur.016077364415.86|IL|Middle East & North Africa|High income|United States|North America|High income|male|2635|1|1
ur.0650670702.18|US|North America|High income|United States|North America|High income|male|2634|1|4
ur.01353333356.28|IL|Middle East & North Africa|High income|Israel|Middle East & North Africa|High income|male|2634|1|4
ur.0746711601.03|GB|Europe & Central Asia|High income|United States|North America|High income|male|2634|1|4
ur.0671611704.01|IE|Europe & Central Asia|High income|Israel|Middle East & North Africa|High income|male|4872|2|9
ur.014766626625.95|CH|Europe & Central Asia|High income|Switzerland|Europe & Central Asia|High income||2629|1|1
ur.0773125417.10|CM|Sub-Saharan Africa|Lower middle income|Switzerland|Europe & Central Asia|High income|male|2629|1|1
ur.0601421747.22|GR|Europe & Central Asia|High income|Germany|Europe & Central Asia|High income|male|2627|1|0
ur.0617120437.73|ES|Europe & Central Asia|High income|Austria|Europe & Central Asia|High income||2621|1|1
ur.011151474355.63|CH|Europe & Central Asia|High income|Austria|Europe & Central Asia|High income|male|6817|3|8
ur.016656213107.29|IT|Europe & Central Asia|High income|United States|North America|High income|male|2618|1|0
ur.010032732315.84|SN|Sub-Saharan Africa|Lower middle income|Australia|East Asia & Pacific|High income||2610|1|0
ur.015635420025.05|IL|Middle East & North Africa|High income|United States|North America|High income|male|4623|2|4
ur.014523005000.99|AZ|Europe & Central Asia|Upper middle income|United States|North America|High income|male|2605|1|1
ur.01103733346.26|US|North America|High income|United States|North America|High income||5113|2|1
ur.012604735613.56||||United Kingdom|Europe & Central Asia|High income||2600|1|1
ur.011637612052.86|IL|Middle East & North Africa|High income|United States|North America|High income||4589|2|1
ur.01277531540.38|FR|Europe & Central Asia|High income|France|Europe & Central Asia|High income|male|2587|1|1
ur.01171752137.73|TR|Europe & Central Asia|Upper middle income|United States|North America|High income|male|2586|1|2
ur.01063165740.62|KR|East Asia & Pacific|High income|United States|North America|High income|male|2586|1|2
ur.01240065337.32||||United States|North America|High income|male|5059|2|8
ur.015166561115.47|NL|Europe & Central Asia|High income|Netherlands|Europe & Central Asia|High income||2577|1|1
ur.016100120515.63|NL|Europe & Central Asia|High income|Netherlands|Europe & Central Asia|High income||2577|1|1
ur.0705150112.01|VN|East Asia & Pacific|Lower middle income|Austria|Europe & Central Asia|High income|male|2575|1|1
ur.07534101577.30|CZ|Europe & Central Asia|High income|Austria|Europe & Central Asia|High income|male|2575|1|1
ur.0601306127.87|NZ|East Asia & Pacific|High income||||male|2573|1|0
ur.013713251321.99|IT|Europe & Central Asia|High income|France|Europe & Central Asia|High income|male|2573|1|0
ur.016027016701.70|CH|Europe & Central Asia|High income|Canada|North America|High income||2572|1|0
ur.0667652200.29|AU|East Asia & Pacific|High income|United States|North America|High income|male|2569|1|7
ur.016713166735.77|US|North America|High income|United States|North America|High income|male|2569|1|7
ur.01041300062.84|NZ|East Asia & Pacific|High income|United States|North America|High income|male|2569|1|7
ur.014151466245.18|JM|Latin America & Caribbean|Upper middle income|United States|North America|High income|male|2569|1|7
ur.015367614247.25|US|North America|High income|United States|North America|High income|male|2569|1|7
ur.0763500255.33|PK|South Asia|Lower middle income|Germany|Europe & Central Asia|High income|male|2569|1|7
ur.012760473521.51|AU|East Asia & Pacific|High income|Australia|East Asia & Pacific|High income|male|2569|1|7
ur.0616304361.65|AU|East Asia & Pacific|High income|United Kingdom|Europe & Central Asia|High income|male|2569|1|7
ur.01125520126.07|HK|East Asia & Pacific|High income|United States|North America|High income|male|2569|1|2
ur.0772322701.64|RE|||United States|North America|High income||2569|1|2
ur.0753130674.81|AT|Europe & Central Asia|High income|United States|North America|High income|male|2561|1|3
ur.016241175517.89|PT|Europe & Central Asia|High income|United States|North America|High income|male|2561|1|3
ur.010512743107.24|AU|East Asia & Pacific|High income|United States|North America|High income|male|2561|1|3
ur.01051630066.08|AU|East Asia & Pacific|High income|United States|North America|High income|male|2561|1|3
ur.010117116473.31|AT|Europe & Central Asia|High income|United States|North America|High income|male|2560|1|2
ur.014740361755.38|TH|East Asia & Pacific|Upper middle income|United States|North America|High income|male|2560|1|2
ur.010565725711.79|IL|Middle East & North Africa|High income|United States|North America|High income|male|2560|1|2
ur.0736134475.37|US|North America|High income|United States|North America|High income|male|2559|1|3
ur.01306402615.34|DK|Europe & Central Asia|High income|United States|North America|High income|male|2559|1|3
ur.011132656535.07|NL|Europe & Central Asia|High income|United States|North America|High income|male|2559|1|3
ur.01205264755.89|NZ|East Asia & Pacific|High income|United States|North America|High income|male|2559|1|3
ur.016304226531.91|PL|Europe & Central Asia|High income|Switzerland|Europe & Central Asia|High income|male|2554|1|0
ur.01205505205.94|DE|Europe & Central Asia|High income|United Kingdom|Europe & Central Asia|High income|male|2553|1|0
ur.075330151.19||||United States|North America|High income||2553|1|0
ur.015562016764.48|MQ|||United States|North America|High income|male|2551|1|2
ur.0604332714.42|NZ|East Asia & Pacific|High income|United States|North America|High income|male|2551|1|2
ur.012122762615.41|CA|North America|High income|United States|North America|High income|male|2551|1|2
ur.01003216141.36|BR|Latin America & Caribbean|Upper middle income|United States|North America|High income|male|2549|1|1
ur.01067702447.37|BE|Europe & Central Asia|High income|United States|North America|High income|male|2549|1|1
ur.010627015135.48|JM|Latin America & Caribbean|Upper middle income|United Kingdom|Europe & Central Asia|High income|male|2548|1|1
ur.011744120205.52|NZ|East Asia & Pacific|High income|United Kingdom|Europe & Central Asia|High income||2548|1|1
ur.016123461761.17|DE|Europe & Central Asia|High income|Germany|Europe & Central Asia|High income|male|2543|1|0
ur.0606703734.66|FR|Europe & Central Asia|High income|United States|North America|High income|male|6803|2|0
ur.01216756667.50|IL|Middle East & North Africa|High income|Austria|Europe & Central Asia|High income||2528|1|4
ur.051276661.51|AT|Europe & Central Asia|High income|Austria|Europe & Central Asia|High income||2528|1|4
ur.0776552437.72||||Canada|North America|High income||2528|1|4
ur.011423652677.15|AT|Europe & Central Asia|High income|Austria|Europe & Central Asia|High income||2528|1|4
ur.013534105623.35|AT|Europe & Central Asia|High income|Austria|Europe & Central Asia|High income||2528|1|4
ur.07734347061.70|CN|East Asia & Pacific|Upper middle income|United States|North America|High income|male|2527|1|2
ur.01162146326.90|US|North America|High income|United States|North America|High income|female|2527|1|2
ur.01265745444.44|IL|Middle East & North Africa|High income|United States|North America|High income|male|2527|1|2
ur.0705207637.43|ES|Europe & Central Asia|High income|United States|North America|High income|male|2526|1|1
ur.0651661317.47||||United States|North America|High income|male|2526|1|1
ur.07554630340.66|DE|Europe & Central Asia|High income|United States|North America|High income|male|2520|1|0
ur.01145657203.32|UY|Latin America & Caribbean|High income|United States|North America|High income|male|2515|1|1
ur.0664434361.49|DK|Europe & Central Asia|High income|United States|North America|High income|male|2515|1|1
ur.013730326177.92|BJ|Sub-Saharan Africa|Lower middle income|Germany|Europe & Central Asia|High income|female|2514|1|3
ur.011724661645.15|IT|Europe & Central Asia|High income|United Kingdom|Europe & Central Asia|High income|male|2514|1|3
ur.0623030730.54|GB|Europe & Central Asia|High income|United States|North America|High income|male|2514|1|6
ur.0745023031.11|NZ|East Asia & Pacific|High income|United States|North America|High income|male|2514|1|6
ur.01221016330.08|RS|Europe & Central Asia|Upper middle income|United States|North America|High income|male|2514|1|6
ur.010736134621.14|HK|East Asia & Pacific|High income|Ireland|Europe & Central Asia|High income||2510|1|0
ur.0662317104.82|US|North America|High income|||||2510|1|1
ur.010511351330.43|US|North America|High income|United States|North America|High income|male|2510|1|1
ur.013471072032.17|NZ|East Asia & Pacific|High income|Australia|East Asia & Pacific|High income||2509|1|1
ur.012673511432.48|NZ|East Asia & Pacific|High income|Australia|East Asia & Pacific|High income||2509|1|1
ur.01212763550.12|NZ|East Asia & Pacific|High income|United Kingdom|Europe & Central Asia|High income|male|2507|1|2
ur.01144650350.49|RO|Europe & Central Asia|High income|United Kingdom|Europe & Central Asia|High income|male|2507|1|2
ur.01151322435.73|US|North America|High income|United Kingdom|Europe & Central Asia|High income|male|2507|1|2
ur.010542646154.35|NZ|East Asia & Pacific|High income|United States|North America|High income|male|2505|1|0
ur.011642305717.32|CA|North America|High income|United States|North America|High income||2499|1|1
